,WindGustDir,WindDir3pm,WindDir9am,RainToday,RainTomorrow
112065,E,SSW,NNE,No,No
112066,NNW,NW,ESE,No,No
112067,ENE,NNW,NNW,No,No
112068,ENE,NNW,NNE,No,No
112069,W,WSW,NW,No,No
112070,SW,WSW,N,No,No
112071,NNW,NNW,N,No,Yes
112072,SW,E,N,No,Yes
112073,NNE,ENE,ENE,Yes,No
112074,ENE,E,ENE,No,No
112075,ENE,E,NE,No,No
112076,ENE,ENE,ENE,No,No
112077,ENE,NE,ENE,No,No
112078,ENE,N,NE,No,No
112079,NNE,ESE,N,No,No
112080,ENE,NE,ENE,No,No
112081,WNW,WSW,NNE,No,No
112082,WSW,WSW,NW,No,Yes
112083,S,SSW,NNW,Yes,Yes
112084,SW,SSW,N,Yes,No
112085,SW,SW,NNW,No,No
112086,E,SW,ENE,No,No
112087,ENE,ENE,WSW,No,No
112088,NE,N,NE,No,No
112089,W,W,NNW,No,Yes
112090,NW,S,N,Yes,Yes
112091,SW,SSW,N,Yes,No
112092,S,SW,ESE,No,No
112093,SW,SSE,N,No,No
112094,NNW,NNW,N,No,No
112095,NNW,N,ENE,No,No
112096,NNW,NW,N,No,No
112097,N,N,N,No,Yes
112098,SW,S,S,No,Yes
112099,ENE,ESE,ENE,Yes,No
112100,ENE,NNE,ENE,No,Yes
112101,NNE,NW,NNE,Yes,Yes
112102,W,W,W,Yes,No
112103,WNW,WNW,NNW,No,Yes
112104,WNW,WNW,W,Yes,Yes
112105,W,SW,WSW,Yes,Yes
112106,S,S,WSW,Yes,No
112107,SSE,ESE,N,No,No
112108,ENE,ENE,SE,No,No
112109,ENE,W,NE,No,No
112110,ENE,ENE,E,No,Yes
112111,NNE,WSW,N,Yes,Yes
112112,N,NNW,ENE,Yes,Yes
112113,NNE,N,NNE,Yes,Yes
112114,ENE,WNW,NNW,Yes,Yes
112115,E,ENE,SSE,No,Yes
112116,SSW,SSW,N,Yes,No
112117,ENE,ENE,WSW,No,No
112118,N,NNE,NNW,No,Yes
112119,W,NW,WNW,Yes,Yes
112120,W,SE,N,No,Yes
112121,WSW,WNW,WNW,Yes,Yes
112122,WSW,SSW,SSW,Yes,Yes
112123,NNW,N,N,Yes,Yes
112124,N,SE,SW,Yes,Yes
112125,SW,SSW,NNE,No,Yes
112126,ESE,W,N,Yes,No
112127,S,SSW,NW,No,No
112128,E,NW,ENE,No,No
112129,ENE,NNW,WNW,No,No
112130,NNW,SSE,ENE,No,No
112131,SW,SW,SSE,No,No
112132,E,SE,N,No,No
112133,SW,WSW,S,No,No
112134,SSW,WSW,WSW,No,No
112135,NW,WNW,NNW,No,Yes
112136,S,SSW,S,Yes,No
112137,ENE,NNE,E,No,No
112138,W,WSW,N,No,Yes
112139,NNW,NW,N,Yes,Yes
112140,W,WNW,N,Yes,Yes
112141,NW,NW,NNW,Yes,Yes
112142,WSW,W,N,No,Yes
112143,N,NNW,N,Yes,No
112144,W,W,N,No,Yes
112145,WNW,NW,N,Yes,Yes
112146,W,SW,NNW,Yes,Yes
112147,SW,SW,WSW,No,Yes
112148,WSW,SW,WSW,Yes,No
112149,E,ENE,E,No,No
112150,WSW,SSW,SSW,No,No
112151,SSW,SSW,ESE,No,No
112152,SSW,WNW,ENE,No,Yes
112153,SW,NNW,NNE,Yes,No
112154,WNW,WNW,NNW,No,Yes
112155,SW,SW,S,Yes,No
112156,E,S,S,No,No
112157,W,W,N,No,Yes
112158,NW,WNW,N,Yes,Yes
112159,N,NNW,NNE,Yes,No
112160,WNW,WNW,N,No,No
112161,WNW,WNW,NW,No,Yes
112162,WSW,NW,SW,No,Yes
112163,NW,WNW,N,Yes,Yes
112164,SW,SW,W,Yes,Yes
112165,WSW,WSW,N,Yes,No
112166,NW,WNW,N,No,Yes
112167,WNW,WNW,N,No,Yes
112168,SW,W,WNW,Yes,Yes
112169,WSW,W,NNW,Yes,No
112170,WSW,WSW,WSW,No,No
112171,WSW,SW,SW,No,No
112172,S,WSW,SSW,No,Yes
112173,SW,SW,N,Yes,Yes
112174,WSW,WSW,S,Yes,No
112175,SW,W,E,No,No
112176,SW,WSW,ESE,No,Yes
112177,SE,S,ESE,Yes,No
112178,ESE,SSW,ESE,No,No
112179,SE,SSE,SSW,No,No
112180,WSW,SW,ESE,No,No
112181,SW,SW,S,No,Yes
112182,SW,SW,SSE,Yes,No
112183,WSW,WSW,SSE,No,No
112184,ESE,ESE,SE,No,No
112185,W,SSE,ESE,No,No
112186,E,E,E,No,No
112187,W,NNE,N,No,No
112188,WNW,W,N,No,No
112189,WSW,WSW,S,No,No
112190,SE,WSW,ESE,No,No
112191,ESE,SW,ESE,No,No
112192,SW,WSW,S,No,No
112193,ESE,ESE,ESE,No,No
112194,E,ESE,E,No,No
112195,E,ESE,E,No,No
112196,W,NE,NNE,No,Yes
112197,NW,W,NW,Yes,No
112198,WNW,WNW,NW,No,Yes
112199,SSW,SW,SW,Yes,No
112200,SSW,SW,ESE,No,No
112201,SW,SW,S,No,No
112202,ESE,ESE,ESE,No,No
112203,E,E,E,No,No
112204,E,E,NE,No,No
112205,E,E,ENE,No,No
112206,SSW,S,N,No,No
112207,WNW,W,NNW,No,No
112208,N,W,N,No,No
112209,WSW,WSW,WSW,No,No
112210,E,WSW,ESE,No,No
112211,WSW,W,NE,No,No
112212,W,W,W,No,Yes
112213,ESE,ENE,S,Yes,Yes
112214,WSW,SE,N,Yes,No
112215,W,W,NW,No,No
112216,WSW,WSW,WSW,No,No
112217,WSW,WSW,W,No,No
112218,WNW,W,SW,No,Yes
112219,NW,W,NW,Yes,Yes
112220,SW,SW,WSW,Yes,Yes
112221,WSW,SW,SSE,Yes,No
112222,SW,SW,SSE,No,No
112223,S,NE,ESE,No,No
112224,SSW,N,NNE,No,No
112225,N,W,N,No,No
112226,WSW,SW,SW,No,No
112227,WSW,SW,SSW,No,No
112228,SW,S,SE,No,No
112229,E,E,ENE,No,No
112230,WSW,WSW,S,No,No
112231,SW,WSW,SSW,No,No
112232,WSW,WSW,SW,No,No
112233,SW,SSW,SSE,No,No
112234,ESE,ESE,SE,No,No
112235,ESE,S,E,No,No
112236,ESE,WSW,ENE,No,No
112237,ESE,SW,S,No,No
112238,ESE,ESE,SE,No,No
112239,E,SW,ESE,No,No
112240,SSE,SSE,ESE,No,No
112241,ESE,SSE,E,No,No
112242,E,ESE,E,No,No
112243,ENE,E,NE,No,No
112244,WSW,SW,NE,No,No
112245,WSW,WSW,SSW,No,No
112246,WSW,SW,S,No,No
112247,ESE,SSW,S,No,No
112248,ESE,ESE,E,No,No
112249,E,E,ENE,No,No
112250,N,SE,ESE,No,No
112251,W,SW,SSE,No,No
112252,SSW,SW,SE,No,No
112253,SW,WSW,ENE,No,No
112254,SSW,SSW,SSW,No,No
112255,SSW,SSW,E,No,No
112256,SSW,ESE,E,No,No
112257,WSW,SW,SSW,No,No
112258,WSW,W,SE,No,No
112259,E,WSW,E,No,No
112260,NNW,W,ENE,No,No
112261,SW,WSW,SW,No,No
112262,SW,SW,E,No,No
112263,SW,S,SE,No,No
112264,E,ESE,E,No,No
112265,E,WSW,ENE,No,No
112266,SE,SE,ESE,No,No
112267,E,SSW,ESE,No,No
112268,ESE,WSW,NNE,No,No
112269,WSW,SW,SW,No,No
112270,SW,SW,SE,No,No
112271,WSW,WSW,NE,No,No
112272,SW,SSW,S,No,No
112273,S,SSW,S,No,No
112274,SSW,S,ENE,No,No
112275,SW,SW,ENE,No,No
112276,SW,SW,NE,No,No
112277,E,SE,SE,No,No
112278,E,E,ESE,No,No
112279,ENE,ESE,ENE,No,No
112280,W,WSW,N,No,No
112281,E,WSW,E,No,No
112282,WSW,WSW,WSW,No,No
112283,SE,WSW,ESE,No,No
112284,ENE,ESE,E,No,No
112285,WSW,SW,E,No,No
112286,E,W,E,No,No
112287,ESE,SW,NNE,No,No
112288,E,S,ESE,No,No
112289,E,ENE,E,No,No
112290,ESE,SE,ESE,No,No
112291,E,S,E,No,No
112292,SSW,SW,S,No,No
112293,ESE,SE,ESE,No,No
112294,SW,SW,E,No,No
112295,SSW,SW,SSE,No,No
112296,SSW,SE,SSE,No,No
112297,ESE,ESE,E,No,No
112298,WSW,WSW,WSW,No,No
112299,SSW,SW,ENE,No,No
112300,W,WNW,NNE,No,No
112301,SW,WSW,W,No,No
112302,SW,W,SSE,No,No
112303,WSW,SW,SSW,No,No
112304,E,SE,E,No,No
112305,E,SW,ENE,No,No
112306,WSW,WSW,S,No,No
112307,E,W,SSW,No,No
112308,E,WSW,E,No,No
112309,SW,WSW,E,No,No
112310,SW,WSW,W,No,No
112311,SW,SW,ESE,No,No
112312,E,S,E,No,No
112313,E,SE,E,No,No
112314,ESE,ESE,ESE,No,No
112315,ESE,E,E,No,No
112316,E,E,NE,No,No
112317,E,SSE,E,No,No
112318,E,E,E,No,No
112319,E,ENE,ENE,No,No
112320,ENE,S,NE,No,No
112321,WNW,W,NNW,No,No
112322,WSW,WSW,S,No,No
112323,WSW,WSW,SE,No,No
112324,ESE,SE,SE,No,No
112325,ESE,SE,ESE,No,No
112326,E,E,E,No,No
112327,E,E,E,No,No
112328,E,E,E,No,No
112329,ENE,NE,ENE,No,No
112330,ENE,NW,NE,No,No
112331,W,NNW,NNE,No,No
112332,WSW,WSW,N,No,No
112333,SW,WSW,SW,No,No
112334,SW,WSW,SSW,No,No
112335,WSW,SSW,SSE,No,No
112336,E,NE,E,No,No
112337,SSW,SSW,SSW,No,No
112338,WSW,SW,SSW,No,No
112339,ESE,SSE,ESE,No,No
112340,NNW,SE,E,No,No
112341,W,E,ENE,No,Yes
112342,ENE,W,ENE,Yes,Yes
112343,SW,WSW,S,Yes,No
112344,W,ESE,SSE,No,No
112345,E,SE,E,No,No
112346,SSW,SSW,SSW,No,No
112347,S,SSE,SE,No,No
112348,E,E,E,No,No
112349,ENE,WSW,NNE,No,No
112350,SE,S,S,No,No
112351,ESE,ESE,ESE,No,No
112352,WNW,WSW,NNE,No,No
112353,WSW,SW,S,No,No
112354,WSW,WSW,WSW,No,No
112355,SW,WSW,NNW,No,No
112356,WSW,WSW,SW,No,No
112357,SSW,S,NW,No,No
112358,WSW,WSW,SW,No,No
112359,SSW,SSW,S,No,No
112360,SE,SE,SSE,No,No
112361,ENE,W,ENE,No,No
112362,WSW,W,WSW,No,No
112363,N,N,NE,No,Yes
112364,NNW,NW,N,Yes,Yes
112365,WSW,W,N,Yes,Yes
112366,WSW,SW,NNW,Yes,No
112367,E,ESE,E,No,No
112368,WSW,ESE,NNE,No,No
112369,WSW,WSW,NNW,No,No
112370,SW,WSW,S,No,No
112371,S,SSW,N,No,No
112372,SW,SSW,S,No,No
112373,SSW,SW,N,No,No
112374,ESE,E,NE,No,No
112375,ENE,WSW,NNE,No,No
112376,S,S,WNW,No,No
112377,E,ESE,ENE,No,No
112378,NNE,W,NE,No,No
112379,NNW,W,NNE,No,No
112380,W,WSW,N,No,No
112381,W,SE,N,No,No
112382,WSW,SE,N,No,No
112383,W,SSW,NE,No,No
112384,E,E,E,No,No
112385,ENE,ENE,ENE,No,No
112386,SSW,S,SSE,No,No
112387,ENE,NE,ESE,No,No
112388,NW,W,N,No,No
112389,SSW,SSW,SSW,No,No
112390,SE,SE,WSW,No,No
112391,ENE,ENE,ENE,No,No
112392,W,W,N,No,Yes
112393,S,S,NE,Yes,No
112394,SSW,SSW,NNW,No,No
112395,ESE,ESE,N,No,No
112396,NE,NE,NNE,No,No
112397,ENE,NE,E,No,No
112398,N,W,NE,No,No
112399,W,SW,N,No,No
112400,NE,NE,NNE,No,No
112401,SSW,SW,WSW,No,Yes
112402,S,SSW,N,Yes,No
112403,NNE,ENE,NNE,No,No
112404,NNW,N,ENE,No,Yes
112405,SW,SW,N,Yes,Yes
112406,NW,NNW,N,Yes,No
112407,NNE,N,NE,No,No
112408,N,NW,NE,No,No
112409,SW,SW,SW,No,No
112410,SSW,S,E,No,No
112411,N,WSW,SSW,No,No
112412,SSW,SSW,NW,No,No
112413,SSE,SE,ESE,No,No
112414,E,NE,NE,No,No
112415,NNE,ENE,ENE,No,No
112416,SE,SW,NNW,No,No
112417,E,SE,E,No,No
112418,ENE,E,ENE,No,No
112419,ENE,E,ENE,No,No
112420,NNE,E,N,No,No
112421,ENE,N,NE,No,No
112422,NNW,NNW,N,No,Yes
112423,WSW,S,NNW,Yes,Yes
112424,SSW,NNW,NNE,Yes,Yes
112425,SE,S,N,Yes,No
112426,W,WNW,N,No,No
112427,W,W,SSW,No,No
112428,W,SE,NE,No,No
112429,ESE,ESE,SE,No,No
112430,ENE,SW,ENE,No,No
112431,NW,WNW,NNW,No,Yes
112432,SW,SSW,SSW,Yes,Yes
112433,ESE,ESE,NNW,Yes,No
112434,ENE,ENE,ENE,No,No
112435,NW,SSW,NW,No,No
112436,N,W,N,No,No
112437,SE,ESE,SE,No,No
112438,ESE,ESE,N,No,No
112439,ESE,ESE,N,No,No
112440,E,SSW,ENE,No,No
112441,ESE,SE,NE,No,No
112442,SSW,SSW,WNW,No,No
112443,ESE,SSE,S,No,No
112444,E,SSE,NE,No,No
112445,ENE,SE,ENE,No,No
112446,NNW,N,N,No,No
112447,NNW,N,N,No,Yes
112448,NW,NW,NNW,No,Yes
112449,WSW,WSW,W,Yes,Yes
112450,W,SE,N,Yes,No
112451,ENE,ESE,N,No,No
112452,N,N,N,No,No
112453,WSW,SW,NW,No,Yes
112454,S,S,ENE,Yes,No
112455,ENE,E,E,No,No
112456,ENE,E,N,No,No
112457,ENE,ESE,SW,No,No
112458,SE,NE,W,No,No
112459,W,N,NNE,No,No
112460,N,N,N,No,No
112461,WNW,WNW,N,No,Yes
112462,WNW,WNW,N,Yes,Yes
112463,WNW,W,NNW,Yes,Yes
112464,SE,SSW,NNW,Yes,No
112465,S,WSW,N,No,No
112466,ENE,SSE,NE,No,No
112467,ENE,ENE,E,No,No
112468,NE,NNW,N,No,No
112469,ESE,SSE,E,No,No
112470,E,S,ENE,No,No
112471,SW,WSW,SSW,No,No
112472,ESE,SSW,SSE,No,No
112473,S,SSW,SSE,No,No
112474,ESE,S,N,No,No
112475,ENE,E,WNW,No,No
112476,NNE,NNE,NNE,No,No
112477,NNE,NNW,N,No,Yes
112478,N,N,NNW,Yes,Yes
112479,SW,SW,NW,Yes,Yes
112480,SSW,SSE,SSE,Yes,No
112481,ENE,E,E,No,No
112482,ENE,ENE,ENE,No,No
112483,SW,WSW,N,No,Yes
112484,S,S,SSE,Yes,No
112485,NNE,NE,NE,No,No
112486,W,WNW,WSW,No,No
112487,W,SW,NNW,No,Yes
112488,S,SW,S,Yes,No
112489,ENE,S,ENE,No,No
112490,ESE,SSE,ESE,No,No
112491,ESE,ESE,S,No,No
112492,ESE,SE,SE,No,No
112493,E,NE,ENE,No,No
112494,E,W,NNE,No,No
112495,W,WSW,W,No,Yes
112496,N,N,N,Yes,Yes
112497,SE,SSE,NE,Yes,Yes
112498,ESE,SE,SE,Yes,No
112499,ESE,SSE,ESE,No,No
112500,SSW,SSW,WNW,No,No
112501,NNW,W,S,No,No
112502,W,WNW,NNW,No,Yes
112503,WNW,WNW,W,Yes,Yes
112504,S,S,SSE,Yes,No
112505,S,SSW,S,No,Yes
112506,SE,SSE,SE,Yes,No
112507,SSW,S,ESE,No,No
112508,E,SSE,E,No,No
112509,ESE,E,E,No,No
112510,E,SE,E,No,No
112511,W,ESE,E,No,No
112512,ENE,ESE,ENE,No,No
112513,NNE,ENE,NE,No,No
112514,ENE,SE,NE,No,No
112515,SE,ESE,SSW,No,No
112516,NNW,N,N,No,No
112517,SW,SW,WSW,No,No
112518,WSW,NNE,E,No,No
112519,S,SSW,S,No,No
112520,ESE,ESE,E,No,No
112521,E,E,E,No,No
112522,E,SE,ENE,No,No
112523,E,ESE,E,No,No
112524,WSW,WSW,E,No,No
112525,SW,WSW,SSW,No,No
112526,WSW,SW,SSE,No,No
112527,SW,SW,SSE,No,No
112528,SW,SW,S,No,No
112529,ESE,SE,E,No,No
112530,E,E,ENE,No,No
112531,W,WSW,W,No,Yes
112532,SSW,S,SE,Yes,No
112533,E,SSE,E,No,No
112534,SSW,SW,SSW,No,No
112535,ESE,SE,SE,No,No
112536,W,E,E,No,No
112537,W,E,N,No,No
112538,WSW,SW,NNE,No,No
112539,WSW,NNW,NNE,No,No
112540,WNW,W,NNW,No,No
112541,W,W,NNW,No,Yes
112542,S,S,SSW,Yes,No
112543,SSW,SSE,E,No,No
112544,E,SE,E,No,No
112545,SSW,SW,SE,No,No
112546,SW,SW,SSW,No,No
112547,SW,SSW,S,No,No
112548,WSW,SW,SW,No,Yes
112549,SW,SSW,SW,Yes,No
112550,SW,SE,SSE,No,No
112551,E,ESE,E,No,No
112552,E,ESE,ENE,No,No
112553,ENE,ENE,NE,No,No
112554,ENE,ENE,NE,No,No
112555,NE,W,NNE,No,No
112556,WSW,W,W,No,No
112557,WSW,WSW,WSW,No,No
112558,SW,WSW,SSW,No,No
112559,SW,SW,S,No,No
112560,SW,WSW,NNE,No,No
112561,WSW,WSW,SW,No,No
112562,SW,SSW,SSW,No,Yes
112563,SW,SW,WSW,Yes,No
112564,SW,WSW,ESE,No,No
112565,ESE,SW,E,No,No
112566,ESE,SE,E,No,No
112567,ESE,SE,E,No,No
112568,E,S,ENE,No,No
112569,SSW,S,ENE,No,No
112570,E,E,ENE,No,No
112571,NNW,S,N,No,Yes
112572,WSW,WSW,WSW,Yes,No
112573,SW,SW,SE,No,No
112574,SW,S,E,No,No
112575,SE,SW,SSW,No,No
112576,W,ESE,ESE,No,No
112577,W,SE,N,No,No
112578,W,SE,N,No,No
112579,NE,NE,N,No,No
112580,SW,WSW,NNE,No,No
112581,SSW,SSW,SSW,No,No
112582,SW,SW,S,No,No
112583,W,W,W,No,Yes
112584,W,SW,N,Yes,No
112585,WSW,SW,SW,No,No
112586,SW,SW,ESE,No,No
112587,ESE,SE,SE,No,No
112588,ESE,SSE,ENE,No,No
112589,E,SSE,ENE,No,No
112590,E,WSW,NE,No,No
112591,SW,WSW,SW,No,No
112592,WSW,SW,S,No,No
112593,ESE,SE,ENE,No,No
112594,ESE,SE,ESE,No,No
112595,ESE,ESE,E,No,Yes
112596,E,E,E,Yes,Yes
112597,E,WSW,ENE,Yes,No
112598,E,ENE,E,No,No
112599,E,S,WSW,No,No
112600,WSW,WSW,SSW,No,No
112601,E,ESE,E,No,No
112602,E,E,E,No,No
112603,E,WSW,ENE,No,No
112604,E,SW,SSW,No,No
112605,E,SW,E,No,No
112606,WSW,SW,SSW,No,No
112607,ESE,SSW,SSE,No,No
112608,E,ESE,ESE,No,No
112609,ESE,ESE,E,No,No
112610,NNE,NNW,N,No,No
112611,SW,WNW,E,No,No
112612,W,W,N,No,Yes
112613,W,W,WSW,Yes,No
112614,WSW,SW,SW,No,No
112615,E,SSE,E,No,No
112616,E,ESE,E,No,No
112617,E,ESE,ENE,No,No
112618,E,ESE,E,No,No
112619,E,E,ENE,No,No
112620,N,SW,NNW,No,No
112621,SW,SW,SSW,No,No
112622,SW,SW,SE,No,No
112623,E,ESE,E,No,No
112624,E,SW,NE,No,No
112625,SW,WSW,SE,No,No
112626,WSW,WSW,NW,No,No
112627,SW,SW,SSE,No,No
112628,W,SE,ENE,No,No
112629,W,WSW,N,No,No
112630,SSW,SSW,S,No,No
112631,SSW,SSE,S,No,No
112632,SW,SW,ESE,No,No
112633,SSW,SSW,S,No,No
112634,E,ESE,ESE,No,No
112635,N,NNW,N,No,Yes
112636,SSW,SSE,SSW,Yes,No
112637,SE,SSW,E,No,No
112638,E,WSW,SE,No,No
112639,E,E,ENE,No,No
112640,ESE,WSW,ESE,No,No
112641,ESE,ESE,ESE,No,No
112642,ESE,E,E,No,No
112643,E,E,ENE,No,No
112644,ESE,SSE,ENE,No,No
112645,SW,SW,E,No,No
112646,E,SE,E,No,No
112647,ESE,E,ESE,No,No
112648,E,E,E,No,No
112649,E,ENE,E,No,No
112650,ENE,E,E,No,No
112651,SSW,SW,NE,No,No
112652,ESE,ESE,E,No,No
112653,W,SE,SE,No,No
112654,NE,ENE,E,No,No
112655,E,ESE,ESE,No,No
112656,E,E,E,No,No
112657,E,E,ENE,No,No
112658,E,E,NE,No,No
112659,E,E,E,No,No
112660,E,ESE,E,No,No
112661,WSW,WSW,E,No,No
112662,W,NW,ENE,No,No
112663,E,ENE,E,No,No
112664,E,E,E,No,No
112665,ENE,E,ENE,No,No
112666,WSW,WSW,NNE,No,No
112667,SE,WSW,SSW,No,No
112668,SSW,SW,S,No,No
112669,WSW,SW,ESE,No,No
112670,SSW,SW,ESE,No,No
112671,E,WSW,ESE,No,No
112672,WSW,SW,ESE,No,No
112673,WSW,SW,SSE,No,No
112674,ESE,S,ESE,No,No
112675,ESE,SE,E,No,No
112676,ENE,ENE,ENE,No,No
112677,E,ESE,ENE,No,No
112678,E,ESE,E,No,No
112679,E,S,ENE,No,No
112680,WSW,WSW,ENE,No,No
112681,SW,SW,SSW,No,No
112682,ESE,SE,ESE,No,No
112683,E,ESE,E,No,No
112684,N,WSW,N,No,No
112685,NW,WSW,WNW,No,No
112686,E,NW,E,No,No
112687,E,E,ENE,No,No
112688,E,ENE,NE,No,No
112689,SSW,ENE,NNE,No,No
112690,W,SW,ESE,No,No
112691,E,SE,ESE,No,No
112692,E,ESE,E,No,No
112693,E,E,ENE,No,No
112694,SW,S,S,No,No
112695,E,E,ESE,No,No
112696,E,NNE,SW,No,No
112697,NNE,ESE,N,No,No
112698,SW,WSW,N,No,No
112699,E,ESE,ESE,No,No
112700,W,E,E,No,No
112701,ENE,NNW,NNE,No,No
112702,ESE,SSW,S,No,No
112703,E,E,E,No,No
112704,E,ENE,E,No,No
112705,E,E,E,No,No
112706,ENE,ENE,ENE,No,No
112707,NE,SSW,NNE,No,No
112708,SW,WSW,WNW,No,Yes
112709,ESE,ENE,N,Yes,No
112710,NNW,NNW,NNE,No,No
112711,S,S,S,No,Yes
112712,E,ESE,N,Yes,No
112713,E,ESE,E,No,No
112714,ESE,E,ENE,No,No
112715,W,ENE,ENE,No,No
112716,NNW,NNW,NNE,No,Yes
112717,W,WNW,N,Yes,Yes
112718,W,W,N,Yes,Yes
112719,WSW,WNW,NW,Yes,Yes
112720,N,S,SE,Yes,No
112721,S,S,S,No,No
112722,ESE,SE,ESE,No,No
112723,W,ESE,E,No,No
112724,ESE,SE,E,No,No
112725,ESE,ESE,E,No,No
112726,ESE,ESE,E,No,No
112727,E,NE,ENE,No,No
112728,NNE,NNE,NNE,No,No
112729,NNE,NNE,NE,No,No
112730,ENE,NE,NNE,No,No
112731,NE,NNE,NNE,No,Yes
112732,N,N,NNE,Yes,Yes
112733,W,W,NNW,Yes,Yes
112734,SW,NW,SSW,Yes,No
112735,W,W,NNE,No,Yes
112736,WSW,SSW,S,Yes,No
112737,ESE,ESE,E,No,No
112738,ENE,N,ENE,No,No
112739,NW,W,N,No,No
112740,SW,S,S,No,Yes
112741,N,N,NNW,Yes,Yes
112742,N,WSW,NNE,Yes,Yes
112743,WSW,N,NE,Yes,No
112744,NW,N,N,No,Yes
112745,WSW,WSW,N,Yes,Yes
112746,SW,SW,SW,Yes,Yes
112747,SW,SSW,N,Yes,No
112748,ESE,ESE,SW,No,No
112749,ESE,ENE,ESE,No,No
112750,S,SSW,N,No,No
112751,E,ESE,NE,No,No
112752,SE,ESE,ESE,No,No
112753,E,ESE,E,No,No
112754,E,ESE,E,No,Yes
112755,E,ENE,ENE,Yes,Yes
112756,ENE,ENE,ENE,Yes,No
112757,W,N,N,No,Yes
112758,N,W,NNW,Yes,Yes
112759,ESE,SE,WNW,Yes,No
112760,E,ESE,E,No,No
112761,E,E,E,No,No
112762,E,N,E,No,No
112763,W,WNW,N,No,Yes
112764,WNW,NNW,NE,Yes,Yes
112765,WNW,N,NNE,Yes,Yes
112766,N,NW,NNE,Yes,No
112767,NE,NNE,ENE,No,No
112768,N,N,NE,No,Yes
112769,N,SSW,NNW,Yes,No
112770,WNW,WNW,N,No,Yes
112771,NW,NW,N,Yes,Yes
112772,WNW,W,NW,Yes,Yes
112773,W,WNW,N,Yes,Yes
112774,W,WNW,N,Yes,Yes
112775,WSW,WSW,WSW,Yes,Yes
112776,S,SSW,N,Yes,No
112777,NE,W,NNE,No,Yes
112778,W,W,N,Yes,Yes
112779,W,W,N,Yes,No
112780,ESE,ENE,ESE,No,No
112781,W,E,WSW,No,No
112782,WSW,WSW,NW,No,Yes
112783,W,WNW,N,Yes,Yes
112784,SW,SSW,SW,Yes,No
112785,W,WNW,ENE,No,No
112786,NNE,NNE,NE,No,No
112787,NW,NW,NNE,No,Yes
112788,NW,WSW,WNW,Yes,No
112789,WNW,NNW,NE,No,Yes
112790,SSW,SSW,S,Yes,No
112791,W,SSW,E,No,No
112792,WSW,WSW,ESE,No,No
112793,S,SSW,E,No,No
112794,ESE,SE,ENE,No,No
112795,W,ENE,E,No,No
112796,W,SSW,NNW,No,No
112797,S,SSW,N,No,No
112798,NW,NNW,N,No,Yes
112799,SW,SW,N,No,Yes
112800,SSW,SSW,NNW,Yes,No
112801,ESE,ESE,S,No,No
112802,ESE,ESE,S,No,No
112803,W,ESE,ESE,No,No
112804,E,SE,E,No,No
112805,E,ESE,E,No,No
112806,ENE,NE,NE,No,No
112807,NW,W,N,No,No
112808,SW,S,N,No,No
112809,NE,SW,ENE,No,Yes
112810,WSW,WNW,N,Yes,Yes
112811,WNW,WSW,WSW,No,Yes
112812,SW,WSW,WSW,Yes,No
112813,WNW,W,N,No,No
112814,WSW,WNW,NNW,No,Yes
112815,S,SSW,ENE,Yes,No
112816,WSW,WSW,WNW,No,Yes
112817,SW,SW,N,Yes,Yes
112818,W,WSW,W,Yes,Yes
112819,SSW,SSW,ENE,Yes,No
112820,ESE,S,ESE,No,No
112821,W,W,N,No,No
112822,SSW,SSW,S,No,No
112823,WSW,SW,SW,No,No
112824,SW,SW,SSE,No,No
112825,WSW,SW,E,No,No
112826,E,ESE,E,No,Yes
112827,E,ESE,E,Yes,Yes
112828,WSW,WSW,WNW,Yes,No
112829,WSW,W,S,No,No
112830,NNW,SW,NW,No,Yes
112831,SW,WSW,W,Yes,No
112832,E,SE,SE,No,No
112833,NE,W,ENE,No,No
112834,WSW,W,W,No,Yes
112835,WSW,WSW,WSW,Yes,Yes
112836,WSW,SSW,SE,Yes,No
112837,E,ESE,E,No,No
112838,ENE,ESE,ENE,No,No
112839,WSW,SW,SSW,No,Yes
112840,E,ESE,ESE,Yes,No
112841,E,ENE,ENE,No,Yes
112842,E,WNW,S,Yes,No
112843,NNW,NNW,ESE,No,Yes
112844,WSW,WSW,S,Yes,No
112845,E,ESE,SE,No,No
112846,E,ESE,E,No,No
112847,W,SE,E,No,No
112848,E,E,E,No,No
112849,W,SE,N,No,No
112850,ENE,ENE,N,No,No
112851,WNW,W,NW,No,Yes
112852,W,W,NW,Yes,Yes
112853,WSW,WSW,W,Yes,Yes
112854,SW,WSW,NNW,Yes,No
112855,W,WSW,S,No,No
112856,SW,SW,ESE,No,No
112857,W,SW,SSW,No,No
112858,WSW,WSW,WSW,No,No
112859,WSW,WSW,SW,No,No
112860,SW,W,E,No,No
112861,W,SW,SW,No,No
112862,WNW,WNW,WNW,No,Yes
112863,SSW,SW,SW,Yes,No
112864,ESE,SSE,ESE,No,No
112865,E,SSW,ESE,No,No
112866,ESE,WSW,ENE,No,No
112867,E,S,ENE,No,No
112868,NNE,NNE,NE,No,No
112869,NE,NNW,NE,No,No
112870,W,WSW,SW,No,No
112871,W,SSW,SSW,No,No
112872,ESE,SSW,SE,No,No
112873,SW,SW,SSW,No,No
112874,ESE,SE,SSE,No,No
112875,E,E,E,No,No
112876,E,E,ENE,No,No
112877,ENE,ENE,ENE,No,No
